"veh_value","exposure","veh_body","veh_age","gender","area","agecat","anomaly"
3.96,0.9117043121,"STNWG",2,"F","A",5,0
1.95,0.2162902122,"HDTOP",2,"M","B",2,0
1.77,0.7611225188,"SEDAN",3,"F","C",4,0
1.95,0.977412731,"STNWG",4,"M","C",5,1
0.99,0.977412731,"STNWG",4,"M","D",6,0
0.86,0.977412731,"HBACK",4,"M","A",6,0
0.44,0.7802874743,"SEDAN",4,"M","C",4,0
2.23,0.977412731,"SEDAN",2,"F","B",5,1
2.01,0.5968514716,"SEDAN",2,"F","A",2,1
2.25,0.6105407255,"STNWG",3,"M","E",1,1
0.88,0.977412731,"STNWG",4,"M","A",5,0
2.48,0.6735112936,"SEDAN",1,"F","B",3,0
1.43,0.7857631759,"SEDAN",3,"F","C",4,0
1.399,0.3969883641,"HBACK",1,"F","D",2,0
3.21,0.7857631759,"STNWG",1,"M","E",4,0
1.28,0.7857631759,"HBACK",3,"F","C",3,0
2.38,0.6105407255,"STNWG",3,"F","B",2,0
5.99,0.6105407255,"STNWG",1,"M","C",4,0
2.52,0.2162902122,"STNWG",3,"F","F",2,0
1.02,0.6789869952,"HBACK",4,"F","F",1,0
0.35,0.9555099247,"SEDAN",4,"F","C",3,1
1.01,0.476386037,"SEDAN",3,"F","C",1,0
0.35,0.6762491444,"HBACK",4,"M","B",5,0
0.7,0.9308692676,"SEDAN",4,"F","E",6,0
1.09,0.6078028747,"HBACK",3,"F","E",1,0
1.52,0.9308692676,"HBACK",2,"F","C",4,0
2.75,0.9938398357,"STNWG",3,"M","B",3,0
1.75,0.9691991786,"HBACK",2,"M","E",5,0
1.37,0.9938398357,"HBACK",1,"F","C",1,0
2.47,0.3696098563,"UTE",3,"M","A",1,0
0.7,0.9938398357,"SEDAN",4,"F","B",4,1
1.17,0.9308692676,"COUPE",3,"F","B",4,0
2.85,0.3093771389,"COUPE",1,"M","C",4,0
1.26,0.9993155373,"HBACK",2,"F","A",1,0
0.55,0.4188911704,"PANVN",4,"M","C",3,0
4.53,0.8898015058,"TRUCK",1,"M","C",2,1
0.9,0.7885010267,"UTE",4,"M","F",2,0
1.83,0.6105407255,"STNWG",4,"M","B",4,0
1,0.3093771389,"HBACK",2,"M","C",2,0
1.69,0.5941136208,"SEDAN",3,"M","C",2,0
1.41,0.9993155373,"SEDAN",2,"F","C",5,0
1.23,0.7556468172,"MIBUS",4,"F","F",3,0
1.37,0.7556468172,"HBACK",2,"M","D",4,0
1.21,0.9445585216,"HBACK",3,"F","C",4,0
1.45,0.9856262834,"SEDAN",3,"M","C",2,0
2.44,0.9363449692,"SEDAN",1,"F","F",2,0
4,0.4709103354,"STNWG",3,"M","F",2,0
1.87,0.9856262834,"SEDAN",2,"M","B",5,0
0.36,0.4791238877,"HBACK",4,"M","B",3,1
1.17,0.3969883641,"SEDAN",4,"M","B",2,1
1.87,0.9801505818,"HBACK",2,"M","A",2,1
1.61,0.3093771389,"UTE",3,"M","C",4,0
1.46,0.7912388775,"SEDAN",3,"F","A",4,0
1.49,0.3832991102,"SEDAN",3,"M","A",5,0
2.67,0.9281314168,"TRUCK",1,"M","D",3,0
0.96,0.7912388775,"SEDAN",3,"M","A",4,0
1.68,0.2162902122,"STNWG",4,"M","E",2,0
0.65,0.3066392882,"COUPE",4,"F","A",1,0
0.88,0.2080766598,"SEDAN",3,"F","C",4,0
6.52,0.4462696783,"CONVT",3,"F","A",4,0
1.37,0.9199178645,"HBACK",1,"F","F",1,0
1.52,0.9856262834,"SEDAN",2,"M","F",4,0
2.05,0.9281314168,"SEDAN",1,"M","D",2,1
1.78,0.7474332649,"HBACK",2,"F","C",4,0
2.75,0.2518822724,"SEDAN",1,"F","B",1,0
1.15,0.925393566,"STNWG",3,"M","F",3,0
0.84,0.7282683094,"HBACK",4,"F","F",2,0
1.5,0.7501711157,"HBACK",3,"F","A",4,0
2.05,0.6242299795,"HBACK",1,"M","A",1,0
2.11,0.925393566,"SEDAN",1,"F","B",4,0
1.49,0.7501711157,"UTE",4,"M","E",4,0
3.4,0.3066392882,"STNWG",2,"F","C",5,0
2.6,0.7501711157,"MIBUS",3,"M","F",3,0
1.11,0.3285420945,"SEDAN",4,"M","F",3,0
1.03,0.3066392882,"SEDAN",3,"F","C",1,0
1.33,0.900752909,"HBACK",2,"F","A",2,0
0.67,0.0547570157,"COUPE",4,"F","D",1,1
2.09,0.6872005476,"SEDAN",3,"M","C",5,0
1.28,0.3039014374,"HBACK",4,"F","B",1,0
1.51,0.9883641342,"SEDAN",3,"F","B",2,0
1.04,0.925393566,"HBACK",2,"F","B",3,0
2.43,0.925393566,"SEDAN",1,"F","A",2,0
1.89,0.9527720739,"HBACK",2,"M","C",2,0
4.47,0.9226557153,"STNWG",1,"F","A",2,0
1.56,0.925393566,"SEDAN",1,"F","C",3,0
2.04,0.3997262149,"STNWG",2,"F","B",2,0
0.86,0.5995893224,"SEDAN",4,"M","C",4,1
1.32,0.5995893224,"SEDAN",3,"F","C",4,0
4.45,0.6872005476,"STNWG",1,"M","C",4,0
1.24,0.9144421629,"UTE",3,"M","C",5,0
4.299,0.3997262149,"UTE",1,"M","D",3,0
1.79,0.925393566,"STNWG",4,"F","C",3,0
2.7,0.5995893224,"STNWG",1,"F","A",3,0
1.32,0.5612594114,"STNWG",3,"M","D",6,0
2.48,0.6872005476,"STNWG",2,"F","B",3,0
0.83,0.3121149897,"HBACK",4,"F","B",3,0
0.8,0.334017796,"HBACK",4,"F","D",4,0
1.9,0.887063655,"HBACK",1,"F","B",5,0
1.58,0.6351813826,"STNWG",4,"M","B",1,0
1.91,0.9746748802,"HBACK",2,"F","C",4,0
2.38,0.720054757,"STNWG",2,"F","D",2,0
5.59,0.9226557153,"STNWG",1,"F","B",1,0
1.83,0.9746748802,"UTE",4,"F","F",2,0
2.11,0.8651608487,"SEDAN",1,"F","C",1,1
2.17,0.7446954141,"STNWG",2,"F","F",3,0
1.71,0.6954140999,"SEDAN",2,"F","A",3,0
2.08,0.6954140999,"SEDAN",2,"M","C",3,0
1.91,0.9472963723,"HBACK",3,"M","A",4,0
0.47,0.4024640657,"SEDAN",4,"F","C",3,0
1.76,0.9226557153,"SEDAN",2,"F","B",3,0
2.234,0.6023271732,"HBACK",1,"F","C",2,0
1.15,0.6844626968,"HDTOP",4,"M","B",3,0
0.83,0.3148528405,"HBACK",3,"F","A",3,0
2.13,0.6844626968,"MIBUS",4,"M","B",1,0
0.72,0.7036276523,"SEDAN",4,"F","B",2,0
3.91,0.6844626968,"STNWG",2,"M","E",3,0
1.17,0.6844626968,"SEDAN",3,"F","A",2,0
1.07,0.6844626968,"SEDAN",3,"M","C",4,1
1.29,0.9144421629,"SEDAN",3,"M","E",6,0
1.5,0.7036276523,"HDTOP",4,"F","F",1,0
8.26,0.4216290212,"STNWG",1,"M","A",4,0
2.56,0.0492813142,"HBACK",2,"M","C",2,1
1.16,0.9226557153,"SEDAN",3,"M","C",2,0
1.27,0.295687885,"SEDAN",3,"F","B",3,0
1.18,0.9199178645,"SEDAN",3,"F","B",4,0
0.38,0.9719370294,"SEDAN",4,"M","D",5,0
1.28,0.9089664613,"TRUCK",3,"M","C",1,0
1.32,0.9719370294,"HBACK",2,"F","B",2,1
1.05,0.9719370294,"STNWG",3,"F","A",4,0
1.04,0.9719370294,"HBACK",4,"F","A",3,0
1.6835,0.1478439425,"HBACK",1,"F","C",2,0
1.95,0.5968514716,"HBACK",1,"M","A",5,0
2.15,0.257357974,"HBACK",3,"M","C",2,0
3.05,0.257357974,"STNWG",2,"F","C",3,1
1.49,0.6954140999,"HBACK",1,"F","D",3,0
2.98,0.5831622177,"STNWG",3,"F","C",2,1
0.98,0.6844626968,"SEDAN",3,"F","B",5,1
2.05,0.7775496235,"TRUCK",3,"F","D",2,0
1.78,0.4681724846,"HBACK",2,"M","B",1,0
1.08,0.5995893224,"SEDAN",3,"F","A",3,0
1.71,0.5995893224,"SEDAN",1,"M","C",1,0
5.932,0.5968514716,"STNWG",1,"F","B",1,0
0.46,0.9527720739,"HBACK",4,"M","A",3,0
0.39,0.5968514716,"SEDAN",4,"M","E",6,0
0.22,0.9993155373,"HBACK",4,"F","B",4,0
3.07,0.6023271732,"HBACK",2,"M","C",1,0
3.5,0.9144421629,"STNWG",2,"F","F",3,0
4,0.9993155373,"STNWG",3,"F","F",2,0
2.38,0.7392197125,"STNWG",3,"F","F",3,0
0.82,0.9144421629,"HBACK",4,"F","D",4,1
2.95,0.9144421629,"STNWG",3,"F","E",5,0
1.19,0.9144421629,"UTE",4,"M","B",4,0
1.399,0.9144421629,"HBACK",1,"M","A",3,0
1.36,0.0739219713,"HBACK",2,"M","C",2,0
3.01,0.3011635866,"STNWG",3,"M","A",5,0
1.8,0.9144421629,"UTE",4,"M","D",4,0
1.76,0.9144421629,"HBACK",2,"F","A",2,0
2.39,0.7392197125,"STNWG",4,"M","E",3,0
1.03,0.8678986995,"HBACK",3,"F","B",2,1
1.349,0.9144421629,"HBACK",1,"F","A",3,0
2.58,0.9993155373,"HDTOP",1,"F","F",5,0
1.62,0.3778234086,"STNWG",2,"F","A",6,0
0.73,0.3175906913,"HBACK",4,"F","C",3,0
1.81,0.6023271732,"HBACK",2,"F","C",2,1
3.75,0.9117043121,"SEDAN",1,"M","C",5,0
2.05,0.9117043121,"STNWG",4,"M","E",5,0
1.76,0.3942505133,"UTE",3,"M","D",3,0
1.8,0.605065024,"SEDAN",2,"F","D",2,0
1.83,0.7310061602,"STNWG",4,"M","B",4,0
0.7,0.9965776865,"STNWG",4,"M","D",4,0
1.12,0.4928131417,"SEDAN",3,"F","A",3,0
0.57,0.2902121834,"STNWG",4,"F","A",4,1
0.79,0.7091033539,"SEDAN",4,"F","B",3,0
1.56,0.9965776865,"HBACK",2,"F","C",3,1
1.86,0.9117043121,"SEDAN",2,"M","B",4,0
2.43,0.9117043121,"SEDAN",1,"F","D",4,0
1.3,0.9965776865,"HBACK",2,"F","A",3,1
1.07,0.2792607803,"SEDAN",3,"F","D",2,0
1.76,0.7310061602,"SEDAN",2,"F","E",3,0
1.44,0.5557837098,"PANVN",3,"M","B",4,0
1.71,0.3559206023,"STNWG",4,"M","B",5,0
3.01,0.977412731,"HDTOP",1,"F","B",3,0
2.64,0.7063655031,"STNWG",3,"F","B",4,0
1.78,0.5941136208,"STNWG",3,"F","C",2,0
1.71,0.7310061602,"SEDAN",2,"F","A",5,1
1.13,0.3203285421,"SEDAN",4,"F","C",5,0
1.12,0.4134154689,"UTE",3,"M","C",3,0
1.91,0.9089664613,"UTE",3,"M","B",1,0
2.54,0.7118412046,"UTE",3,"M","E",4,0
1.6835,0.7008898015,"HBACK",1,"F","B",6,1
1.07,0.6762491444,"SEDAN",4,"F","E",6,0
1.38,0.681724846,"HBACK",2,"M","A",4,1
0.44,0.9089664613,"HBACK",4,"F","C",4,0
1.34,0.6762491444,"SEDAN",3,"F","E",4,1
1.45,0.6789869952,"HBACK",1,"M","A",4,0
1.69,0.681724846,"STNWG",3,"F","A",3,0
3.18,0.681724846,"STNWG",2,"F","F",4,0
1.88,0.6762491444,"SEDAN",2,"F","E",2,0
0.6,0.681724846,"SEDAN",4,"M","C",3,0
4.59,0.9993155373,"STNWG",2,"M","A",4,0
0.71,0.6762491444,"SEDAN",4,"F","D",3,0
3.87,0.681724846,"STNWG",3,"M","A",3,0
1.48,0.3230663929,"SEDAN",3,"M","A",5,1
1.57,0.6762491444,"HBACK",3,"M","A",2,0
0.85,0.2272416153,"SEDAN",4,"F","E",4,0
1.85,0.9938398357,"SEDAN",2,"F","A",4,0
3.55,0.9801505818,"SEDAN",4,"M","C",1,0
1.48,0.7255304586,"SEDAN",3,"F","C",5,0
1.95,0.4298425736,"UTE",3,"M","A",2,0
0.83,0.9938398357,"SEDAN",4,"M","D",4,1
1.78,0.9637234771,"HBACK",2,"F","A",6,1
3.29,0.9993155373,"SEDAN",1,"F","C",5,0
2.1,0.9691991786,"SEDAN",2,"M","C",5,0
2.74,0.9637234771,"STNWG",2,"M","E",5,0
1.09,0.9691991786,"SEDAN",4,"F","B",5,0
2.66,0.9828884326,"SEDAN",1,"F","A",3,0
1.21,0.9691991786,"SEDAN",3,"F","C",3,1
1.34,0.9691991786,"HBACK",2,"F","F",4,0
5.236,0.9993155373,"STNWG",1,"M","D",4,0
1.16,0.9691991786,"SEDAN",3,"F","A",5,0
1.87,0.9637234771,"HBACK",2,"F","A",3,0
1.61,0.2929500342,"HBACK",2,"F","B",1,0
1.91,0.9938398357,"SEDAN",2,"F","D",2,0
2.58,0.7145790554,"SEDAN",1,"M","B",6,0
2.61,0.1889117043,"STNWG",3,"F","A",2,1
1.48,0.9691991786,"SEDAN",3,"M","B",4,0
1.24,0.9637234771,"HBACK",2,"F","C",2,1
1.45,0.6406570842,"TRUCK",4,"F","D",3,0
1.36,0.9089664613,"STNWG",4,"F","C",2,0
0.39,0.3778234086,"HBACK",4,"F","A",6,0
2.01,0.9664613279,"STNWG",2,"M","C",1,0
1.56,0.9883641342,"HBACK",2,"M","C",3,1
2.35,0.9664613279,"SEDAN",2,"F","B",4,1
1.62,0.9691991786,"SEDAN",2,"F","C",2,1
1.04,0.5941136208,"HBACK",3,"F","C",1,0
1.74,0.5174537988,"SEDAN",1,"M","C",1,0
0.72,0.2026009582,"HBACK",4,"M","D",4,0
0.98,0.7063655031,"STNWG",4,"F","A",3,0
0.97,0.9801505818,"SEDAN",3,"F","D",2,0
2.55,0.4325804244,"STNWG",2,"F","C",3,0
0.93,0.9062286105,"HBACK",3,"F","C",1,0
2.99,0.6269678302,"UTE",1,"M","F",4,0
0.48,0.1204654346,"HBACK",4,"M","B",4,1
1.22,0.9993155373,"HBACK",3,"M","E",3,0
0.52,0.9993155373,"SEDAN",4,"F","B",3,1
2.01,0.295687885,"HBACK",2,"F","B",2,0
1.89,0.6954140999,"HBACK",3,"F","B",4,0
1.3,0.6735112936,"HBACK",1,"M","A",5,0
2.9,0.772073922,"SEDAN",1,"M","C",6,0
1.37,0.9801505818,"HBACK",1,"F","A",4,1
1.28,0.9746748802,"STNWG",4,"F","C",3,0
1.96,0.6735112936,"HBACK",1,"F","D",6,0
1.55,0.6735112936,"STNWG",2,"F","C",5,0
1.37,0.9993155373,"SEDAN",3,"F","A",6,1
0.45,0.9993155373,"SEDAN",4,"M","C",4,1
3.45,0.5612594114,"STNWG",1,"M","C",3,0
2.07,0.5831622177,"STNWG",1,"F","D",6,1
1.59,0.1368925394,"SEDAN",3,"F","C",4,0
4.7,0.59137577,"STNWG",1,"M","D",3,0
1.66,0.7118412046,"STNWG",4,"F","F",4,0
1.76,0.9609856263,"HBACK",2,"F","D",6,0
2.74,0.9609856263,"STNWG",3,"F","A",5,0
1.09,0.9609856263,"SEDAN",3,"F","B",3,0
0.63,0.9609856263,"STNWG",4,"M","C",5,1
2.13,0.2162902122,"STNWG",4,"F","F",4,0
2.72,0.9609856263,"STNWG",3,"F","F",2,0
3.15,0.4079397673,"STNWG",3,"M","D",1,0
0.95,0.9609856263,"HBACK",3,"M","A",2,0
1.08,0.9801505818,"STNWG",3,"F","C",2,1
1.51,0.6680355921,"HBACK",2,"F","C",3,0
2.72,0.6680355921,"STNWG",2,"F","A",4,1
4.43,0.59137577,"STNWG",1,"F","C",3,0
3.56,0.9062286105,"MCARA",3,"F","D",5,0
2.79,0.9062286105,"SEDAN",1,"M","B",6,0
1.55,0.386036961,"HBACK",3,"F","B",4,1
1.6,0.977412731,"HBACK",2,"F","C",1,1
1.5,0.900752909,"TRUCK",3,"M","D",4,0
1.94,0.9034907597,"STNWG",4,"F","D",1,0
1.91,0.6680355921,"SEDAN",2,"F","C",4,0
2.54,0.5859000684,"STNWG",2,"F","C",4,0
2.48,0.6707734428,"STNWG",2,"F","A",3,0
1.45,0.3285420945,"SEDAN",3,"F","C",6,0
0.46,0.3285420945,"HBACK",4,"M","C",3,0
1.42,0.6707734428,"SEDAN",3,"M","B",2,0
2.38,0.6707734428,"STNWG",3,"F","A",4,0
1.95,0.3285420945,"SEDAN",2,"F","E",2,0
2.22,0.6680355921,"HBACK",1,"F","A",4,0
0.92,0.6707734428,"HBACK",3,"F","D",5,1
1.03,0.59137577,"HBACK",2,"F","D",3,0
3.14,0.6132785763,"STNWG",3,"M","B",4,0
1.14,0.3832991102,"HBACK",2,"F","C",4,1
1.09,0.9582477755,"SEDAN",3,"M","C",4,0
1.3,0.9993155373,"STNWG",4,"M","C",5,0
0.78,0.9062286105,"SEDAN",4,"M","B",5,0
0.71,0.7118412046,"HBACK",4,"F","A",4,0
1.91,0.9582477755,"SEDAN",2,"F","D",3,0
0.82,0.1560574949,"SEDAN",4,"M","B",3,0
1.19,0.3367556468,"STNWG",4,"M","C",2,0
1.41,0.9582477755,"SEDAN",3,"F","D",6,0
0.4,0.1040383299,"HBACK",4,"M","C",3,1
0.7,0.7255304586,"STNWG",4,"F","B",6,1
5.236,0.8843258042,"STNWG",1,"F","F",2,0
4.349,0.9034907597,"UTE",1,"F","C",3,0
0.91,0.4900752909,"HBACK",3,"F","B",3,0
1.3,0.7255304586,"HBACK",2,"M","B",5,1
0.92,0.5968514716,"HBACK",3,"M","B",4,0
1.85,0.8021902806,"SEDAN",2,"F","C",3,1
1.76,0.2874743326,"HBACK",2,"F","B",3,0
1.54,0.9034907598,"SEDAN",4,"F","D",4,0
1.1,0.720054757,"HBACK",2,"F","D",3,0
1.5,0.9034907598,"HDTOP",4,"M","E",2,0
1.75,0.2874743326,"SEDAN",2,"F","D",1,0
1.07,0.9746748802,"HBACK",4,"F","C",4,0
2.31,0.5968514716,"SEDAN",2,"M","A",5,0
1.56,0.8952772074,"UTE",3,"M","A",2,0
0.61,0.5776865161,"COUPE",4,"F","A",2,0
1.51,0.6570841889,"SEDAN",2,"F","C",1,0
0.6,0.2929500342,"COUPE",4,"F","A",3,0
1.73,0.1478439425,"HBACK",2,"F","C",4,0
1.12,0.2792607803,"HBACK",2,"F","A",4,0
2.48,0.7227926078,"STNWG",3,"F","F",2,0
0.31,0.7994524298,"SEDAN",4,"M","B",6,0
1.17,0.720054757,"HBACK",2,"F","C",6,0
2.88,0.3504449008,"SEDAN",2,"F","B",4,0
3.18,0.1971252567,"UTE",2,"M","D",2,1
1.5,0.7994524298,"UTE",4,"M","D",3,0
0.97,0.7994524298,"HBACK",3,"M","C",2,0
1.93,0.7994524298,"STNWG",4,"M","E",3,0
2.67,0.6652977413,"SEDAN",1,"M","C",3,1
0.47,0.1834360027,"PANVN",4,"F","A",3,0
1.76,0.9719370294,"HBACK",2,"F","B",2,1
3.83,0.7501711157,"STNWG",2,"F","F",3,0
0.62,0.5968514716,"PANVN",4,"F","B",2,0
3.36,0.8049281314,"STNWG",2,"M","A",2,0
1.92,0.5968514716,"SEDAN",1,"F","C",4,1
1.17,0.5968514716,"TRUCK",3,"M","C",4,0
1.01,0.5229295003,"STNWG",3,"F","A",3,0
4.32,0.6735112936,"STNWG",1,"F","B",3,0
1.33,0.9582477755,"HBACK",1,"F","C",4,0
1.15,0.6625598905,"HBACK",3,"M","C",3,1
1.3,0.6625598905,"HBACK",1,"M","B",4,0
0.68,0.5968514716,"STNWG",4,"M","D",6,0
4.11,0.9883641342,"STNWG",2,"M","A",3,0
0.99,0.9746748802,"HBACK",3,"F","C",3,1
0.39,0.9746748802,"HBACK",4,"F","A",3,1
1.67,0.5941136208,"TRUCK",3,"F","C",1,0
1.49,0.5941136208,"HBACK",1,"F","C",1,0
1.6,0.2628336756,"STNWG",2,"F","F",3,0
2.28,0.9911019849,"SEDAN",2,"F","B",3,0
1.02,0.720054757,"HBACK",4,"F","A",3,0
3.34,0.4490075291,"SEDAN",1,"F","C",4,0
3.08,0.9911019849,"STNWG",2,"M","A",6,0
2.24,0.8952772074,"UTE",2,"M","D",5,0
1.93,0.8952772074,"HBACK",2,"F","A",1,0
2.099,0.9993155373,"HBACK",1,"M","A",6,0
1.49,0.205338809,"SEDAN",2,"F","C",4,0
1.76,0.8952772074,"SEDAN",2,"M","C",5,0
1.78,0.7337440109,"UTE",2,"F","E",3,0
1.78,0.720054757,"SEDAN",2,"F","C",4,0
1.48,0.2628336756,"SEDAN",3,"M","E",5,0
0.5,0.5831622177,"HBACK",4,"M","C",1,0
0.89,0.6269678302,"HBACK",3,"M","A",2,0
1.66,0.2847364819,"HBACK",1,"F","B",4,0
0.64,0.2628336756,"SEDAN",4,"M","C",1,0
1.45,0.7227926078,"STNWG",4,"F","A",2,0
1.25,0.9993155373,"SEDAN",3,"F","E",3,0
1.57,0.810403833,"SEDAN",3,"M","A",3,1
2.95,0.4161533196,"SEDAN",1,"M","B",2,0
0.91,0.5831622177,"HBACK",3,"F","B",2,0
1.73,0.2847364819,"SEDAN",1,"F","B",4,0
1.26,0.9226557153,"HBACK",2,"F","C",5,0
1.45,0.8925393566,"TRUCK",4,"M","E",4,0
0.72,0.6461327858,"HBACK",3,"F","B",1,0
3.98,0.720054757,"SEDAN",1,"F","D",5,0
0.6,0.5886379192,"COUPE",4,"M","A",2,0
2.41,0.9609856263,"STNWG",3,"M","F",3,0
0.94,0.5886379192,"SEDAN",4,"M","A",1,0
0.44,0.7173169062,"HBACK",4,"F","C",2,0
1.57,0.6242299795,"SEDAN",2,"F","B",1,0
1.17,0.9664613279,"COUPE",4,"M","B",3,0
2.89,0.9828884326,"STNWG",3,"M","E",2,0
1.58,0.1971252567,"SEDAN",3,"M","A",2,0
0.5,0.9746748802,"HBACK",4,"M","C",4,0
0.28,0.8925393566,"HBACK",4,"F","B",3,0
2.67,0.5886379192,"HDTOP",2,"M","C",2,1
1.68,0.9555099247,"SEDAN",2,"M","C",5,0
0.48,0.9993155373,"MIBUS",4,"F","D",4,0
1.17,0.6570841889,"HBACK",2,"M","A",5,0
0.92,0.5886379192,"STNWG",4,"F","E",3,0
1.82,0.6570841889,"HBACK",2,"F","B",4,0
0.7,0.6570841889,"STNWG",4,"F","B",2,0
2.75,0.5886379192,"STNWG",2,"F","E",1,0
0.5,0.1889117043,"UTE",4,"M","C",2,0
0.89,0.7255304586,"SEDAN",4,"M","C",2,0
3.56,0.8678986995,"STNWG",3,"F","F",2,0
1.39,0.6680355921,"SEDAN",3,"F","A",4,0
2.22,0.6680355921,"HBACK",1,"F","A",5,0
0.76,0.8925393566,"STNWG",4,"M","A",4,0
1.44,0.9993155373,"PANVN",3,"M","C",3,0
2.54,0.8925393566,"STNWG",3,"M","B",5,0
3.38,0.9664613279,"UTE",2,"M","F",1,0
0.42,0.3778234086,"SEDAN",4,"M","B",4,0
1.549,0.9993155373,"HBACK",1,"F","C",5,1
3.05,0.5859000684,"STNWG",3,"F","D",3,0
1.6,0.2683093771,"HBACK",2,"M","C",6,1
4.5,0.9664613279,"STNWG",1,"F","F",2,0
2.12,0.9555099247,"STNWG",4,"M","E",2,0
0.92,0.9555099247,"UTE",4,"M","B",6,0
1.52,0.5448323066,"HBACK",1,"F","C",1,1
0.42,0.8295687885,"STNWG",4,"F","C",3,0
2.06,0.9801505818,"SEDAN",2,"F","F",4,0
2.349,0.7282683094,"SEDAN",1,"M","C",3,0
1.44,0.1998631075,"UTE",4,"M","F",2,0
1.81,0.6023271732,"SEDAN",2,"F","E",3,0
1.26,0.6680355921,"HBACK",2,"F","C",2,1
3.52,0.5859000684,"STNWG",2,"M","C",4,0
1.87,0.5859000684,"SEDAN",1,"F","A",1,0
1.6,0.9801505818,"HBACK",2,"F","E",3,0
1.31,0.6652977413,"STNWG",3,"F","E",6,0
1.84,0.6652977413,"HBACK",2,"F","B",6,0
2.33,0.6652977413,"UTE",3,"M","D",2,0
2.81,0.3449691992,"SEDAN",2,"M","A",3,0
1.77,0.0273785079,"SEDAN",2,"F","B",2,0
2.33,0.6652977413,"SEDAN",1,"F","A",4,1
2.94,0.7994524298,"STNWG",3,"M","C",3,0
1.28,0.7994524298,"HBACK",2,"M","D",1,0
0.41,0.5859000684,"SEDAN",4,"F","C",4,0
0.86,0.9637234771,"HBACK",3,"F","C",2,0
0.44,0.424366872,"HBACK",4,"M","A",2,0
0.73,0.9144421629,"SEDAN",4,"F","C",6,0
0.86,0.5859000684,"HBACK",3,"M","A",1,0
1.78,0.9527720739,"SEDAN",3,"M","A",6,0
2.54,0.9527720739,"STNWG",3,"F","F",4,0
2.54,0.7501711157,"SEDAN",1,"M","C",4,0
1.25,0.9527720739,"SEDAN",3,"F","C",4,0
2.23,0.5831622177,"UTE",2,"F","B",3,1
3.05,0.9527720739,"STNWG",2,"F","C",4,0
3.65,0.9609856263,"STNWG",2,"F","B",2,0
1.32,0.977412731,"STNWG",4,"F","D",2,0
1.3,0.7118412046,"HBACK",2,"F","C",4,0
1.21,0.6379192334,"SEDAN",3,"M","B",3,0
0.92,0.5995893224,"HBACK",3,"F","C",2,0
1.7643,0.5859000684,"HBACK",1,"M","A",4,0
1.76,0.9637234771,"SEDAN",2,"F","C",4,0
1.35,0.2710472279,"HBACK",1,"M","E",5,0
0,0.9993155373,"BUS",4,"M","E",6,0
1.42,0.9637234771,"HBACK",2,"M","A",1,1
1.42,0.9637234771,"HBACK",2,"M","C",1,0
2.5,0.257357974,"SEDAN",1,"M","A",3,1
1.44,0.372347707,"SEDAN",2,"F","C",2,0
2,0.605065024,"UTE",2,"M","C",6,0
2.16,0.977412731,"SEDAN",2,"M","A",4,0
3.22,0.3942505133,"STNWG",3,"M","C",3,0
1.77,0.6516084873,"SEDAN",2,"F","A",3,0
2.34,0.6516084873,"SEDAN",1,"F","F",3,1
2.51,0.2683093771,"STNWG",2,"F","A",3,0
2.93,0.5831622177,"STNWG",1,"M","D",3,0
2.88,0.9609856263,"STNWG",3,"F","C",2,1
1.4,0.2902121834,"UTE",3,"M","D",5,0
1.17,0.7091033539,"HBACK",2,"F","C",2,0
1.82,0.6324435318,"HBACK",2,"M","A",2,1
2.37,0.7036276523,"STNWG",4,"F","B",2,0
1.73,0.5804243669,"PANVN",3,"M","A",2,0
2.79,0.5831622177,"STNWG",1,"F","C",5,0
3.46,0.9199178645,"UTE",1,"F","A",3,1
1.38,0.7063655031,"HBACK",2,"F","A",3,1
1.09,0.9609856263,"SEDAN",3,"F","D",3,0
3.63,0.3668720055,"STNWG",2,"M","C",5,0
0.41,0.0574948665,"SEDAN",4,"F","A",4,0
0.95,0.6488706365,"SEDAN",4,"F","E",2,0
0.44,0.3668720055,"SEDAN",4,"F","C",4,0
0.69,0.8898015058,"COUPE",4,"F","C",2,0
2.47,0.2600958248,"SEDAN",1,"F","C",5,0
2.27,0.2491444216,"SEDAN",1,"M","A",4,1
0.78,0.4873374401,"SEDAN",4,"F","B",4,0
1.05,0.5366187543,"STNWG",4,"M","B",3,0
2.86,0.2546201232,"STNWG",1,"F","F",2,0
1.14,0.8131416838,"STNWG",4,"F","A",2,0
0.44,0.2546201232,"HBACK",4,"F","B",4,0
2.12,0.6488706365,"PANVN",2,"F","D",2,0
4.34,0.1861738535,"STNWG",2,"F","D",2,1
2.06,0.6488706365,"SEDAN",2,"F","C",2,0
0.93,0.7063655031,"HBACK",4,"M","B",2,0
3.32,0.3832991102,"STNWG",2,"F","D",5,0
1.26,0.334017796,"HBACK",2,"F","B",5,0
1.44,0.3641341547,"SEDAN",2,"F","A",6,0
2.33,0.6488706365,"HDTOP",3,"M","C",3,0
2.08,0.3887748118,"SEDAN",4,"M","A",6,0
1.13,0.5804243669,"SEDAN",3,"F","B",3,0
1.37,0.6488706365,"HBACK",1,"F","B",3,1
1.96,0.1834360027,"SEDAN",2,"M","C",4,0
1.41,0.8158795346,"SEDAN",2,"F","C",3,0
1.06,0.9993155373,"HDTOP",4,"M","A",6,0
1.4,0.0410677618,"STNWG",4,"M","B",1,0
1.98,0.34770705,"SEDAN",2,"F","C",6,0
